title,price,location,room,bath,size,type,purpose,updated,link
Manage Your Business Suitably In This 3100 Square Feet Commercial Space Ready For Rent In Dhanmondi,5.27 Lakh,"Dhanmondi, Dhaka",,,"3,100 sqft",Office,For Rent,7 June 2022,https://www.bproperty.com//en/property/details-3812837.html
New With A View – 3400 Sq Ft Office For Rent In Banani,8.5 Lakh,"Banani, Dhaka",,,"3,400 sqft",Office,For Rent,20 December 2022,https://www.bproperty.com//en/property/details-5490883.html
Next To Mohakhali Model High School A 1800 Square Feet Medium Size Commercial Office For Rent.,70 Thousand,"Mohakhali, Dhaka",,,"1,800 sqft",Office,For Rent,24 July 2022,https://www.bproperty.com//en/property/details-5414306.html
"For Your Well-done Business An Office Of 3000 Sq Ft Is Ready For Rent In Section 6, Mirpur",4.5 Lakh,"Block A, Section 6, Mirpur, Dhaka",,,"3,000 sqft",Office,For Rent,5 August 2023,https://www.bproperty.com//en/property/details-3643620.html
An Office Is Up For Rent In Mirpur Near To Brac Bank Limited | Atm Booth,65 Thousand,"Block A, Section 11, Mirpur, Dhaka",,,"1,300 sqft",Office,For Rent,12 January 2023,https://www.bproperty.com//en/property/details-1873092.html
A Nicely Build 3000 Square Feet Office Is Vacant For Rent In Mirpur -1st Colony.,1.1 Lakh,"1st Colony, Mirpur, Dhaka",,,"3,000 sqft",Office,For Rent,12 October 2022,https://www.bproperty.com//en/property/details-4242351.html
1600 Sq. Ft. Remarkable Commercial Office Available For Rent In Banani.,1.52 Lakh,"Banani, Dhaka",,,"1,600 sqft",Office,For Rent,27 February 2023,https://www.bproperty.com//en/property/details-2083650.html
"Near Kacha Bazar, A Remarkable 750 Sq Ft Office For Rent In Malibagh Is Available",35 Thousand,"Malibagh, Dhaka",,,750 sqft,Office,For Rent,19 July 2023,https://www.bproperty.com//en/property/details-1887792.html
Wonderful Commercial Space Available For Rent In Motijheel Nearby Motijheel Police Station,1.15 Lakh,"Motijheel, Dhaka",,,"2,300 sqft",Office,For Rent,13 September 2021,https://www.bproperty.com//en/property/details-1944260.html
"Remarkable Office Of 1068 Sq Ft Is Available For Rent In Bir Uttam C. r. Datta Road, Hatirpool",85.44 Thousand,"Hatirpool, Dhaka",,,"1,068 sqft",Office,For Rent,12 June 2023,https://www.bproperty.com//en/property/details-5107890.html
860 Sq Ft Commercial Space Is Available For Rent At Fakirapool,68.8 Thousand,"Fakirapool, Motijheel, Dhaka",,,860 sqft,Office,For Rent,9 March 2022,https://www.bproperty.com//en/property/details-5421652.html
2000 Square Feet Ready Commercial Open Space For Rent Nearby Uttara Community Hospital,4.65 Lakh,"Sector 6, Uttara, Dhaka",,,"2,000 sqft",Office,For Rent,27 October 2020,https://www.bproperty.com//en/property/details-2088360.html
"View This Spacious And Modern 8000 Sq Ft Office Arena For Rent In Baridhara, Block K",7 Lakh,"Block K, Baridhara, Dhaka",,,"8,000 sqft",Office,For Rent,3 July 2023,https://www.bproperty.com//en/property/details-5584582.html
1500 Sq Ft Commercial Office For Rent In Lal Khan Bazaar,70 Thousand,"Lal Khan Bazaar, Chattogram",,,"1,500 sqft",Office,For Rent,22 August 2021,https://www.bproperty.com//en/property/details-3847833.html
"Obtain A Great Office Space Of 1600 Sq Ft In The Busiest Location Of Asad Avenue, Mohammadpur Is Ready And Vacant For Rent",1.6 Lakh,"Mohammadpur, Dhaka",,,"1,600 sqft",Office,For Rent,23 November 2021,https://www.bproperty.com//en/property/details-4390978.html
"For You 700 Sq Ft Commercial Office Is Now For Rent In Section 1, Mirpur",30 Thousand,"Section 1, Mirpur, Dhaka",,,700 sqft,Office,For Rent,24 July 2023,https://www.bproperty.com//en/property/details-4751187.html
"700 Sq Ft Commercial Office Is On Rent In Section 1, Mirpur",30 Thousand,"Section 1, Mirpur, Dhaka",,,700 sqft,Office,For Rent,24 July 2023,https://www.bproperty.com//en/property/details-4751186.html
"Offering You A 700 Sq Ft Nice Commercial Office For Rent In Section 1, Mirpur",30 Thousand,"Section 1, Mirpur, Dhaka",,,700 sqft,Office,For Rent,24 July 2023,https://www.bproperty.com//en/property/details-4751185.html
"Start Your Business In This 700 Sq Ft Office For Rent In Section 1, Mirpur",30 Thousand,"Section 1, Mirpur, Dhaka",,,700 sqft,Office,For Rent,24 July 2023,https://www.bproperty.com//en/property/details-4751188.html
Wonderful Commercial Space Available For Rent In Banani Nearby Primeasia University,5.33 Lakh,"Banani, Dhaka",,,"3,550 sqft",Office,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1930260.html
"4000 Square Feet Commercial Office Space Is Available For Rent At Kamal Sharani, West Monipur",1.6 Lakh,"West Monipur, Mirpur, Dhaka",,,"4,000 sqft",Office,For Rent,7 November 2022,https://www.bproperty.com//en/property/details-5422903.html
Fully Fitted Office Space Of 3550 Sq Ft Is Ready To Rent In Tejgaon Close To Tejgaon College,3.5 Lakh,"Tejgaon, Dhaka",,,"3,550 sqft",Office,For Rent,31 October 2021,https://www.bproperty.com//en/property/details-4331054.html
"Obtain A Great Office Space Of 3800 Sq Ft In The Busiest Location Of Dilkusha Commercial Area, Motijheel Is Ready And Vacant For Rent",2.66 Lakh,"Dilkusha Commercial Area, Motijheel, Dhaka",,,"3,800 sqft",Office,For Rent,9 March 2022,https://www.bproperty.com//en/property/details-3352362.html
"This 3550 Sq Ft Office Space Is Up For Rent In Farmgate, Tejgaon",3.5 Lakh,"Tejgaon, Dhaka",,,"3,550 sqft",Office,For Rent,31 October 2021,https://www.bproperty.com//en/property/details-4331053.html
This 1500 Square Feet Large Commercial Office For Rent At Moulove Pukurpar.,40 Thousand,"Puratan Chandgaon, 4 No Chandgaon Ward, Chattogram",,,"1,500 sqft",Office,For Rent,14 December 2021,https://www.bproperty.com//en/property/details-5424078.html
See This Office Space For Rent Located In Banani Near To Northern University.,5.7 Lakh,"Banani, Dhaka",,,"3,800 sqft",Office,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1930257.html
Commercial Office Of 2250 Sq Ft Is For Rent In Karwan Bazar,2.29 Lakh,"Karwan Bazar, Tejgaon, Dhaka",,,"2,250 sqft",Office,For Rent,29 October 2020,https://www.bproperty.com//en/property/details-2095545.html
Take This Nice 3236 Sq Ft Rental Office In Dhanmondi,2.3 Lakh,"Dhanmondi, Dhaka",,,"3,236 sqft",Office,For Rent,21 December 2022,https://www.bproperty.com//en/property/details-4085168.html
Business Space Is Up For Rent In The Most Convenient Location Of Motijheel Near Motijheel Police Station,1.15 Lakh,"Motijheel, Dhaka",,,"2,300 sqft",Office,For Rent,13 September 2021,https://www.bproperty.com//en/property/details-1944265.html
Commercial Space Available For Rent In Motijheel Nearby Motijheel Police Station,1.15 Lakh,"Motijheel, Dhaka",,,"2,300 sqft",Office,For Rent,13 September 2021,https://www.bproperty.com//en/property/details-1944263.html
"At Motijheel, An Office Space Up For Rent Near Motijheel Police Station",1.15 Lakh,"Motijheel, Dhaka",,,"2,300 sqft",Office,For Rent,13 September 2021,https://www.bproperty.com//en/property/details-1944271.html
Available At Satmasjid Road This 3700 Square Feet Commercial Office For Rent,3.7 Lakh,"Dhanmondi, Dhaka",,,"3,700 sqft",Office,For Rent,31 October 2021,https://www.bproperty.com//en/property/details-5396714.html
1500 Sq Ft Office Area For Rent In 4 No Chandgaon Ward,40 Thousand,"Puratan Chandgaon, 4 No Chandgaon Ward, Chattogram",,,"1,500 sqft",Office,For Rent,14 December 2021,https://www.bproperty.com//en/property/details-5424079.html
"Take Rent This 4200 Sq Ft Ample Office In Mirpur, Section 1",2.94 Lakh,"Mirpur, Dhaka",,,"4,200 sqft",Office,For Rent,10 November 2022,https://www.bproperty.com//en/property/details-5533203.html
Define Your Unique Commercial Taste By Renting This 3500 Sq Feet Office Area In Middle Badda,2.27 Lakh,"Middle Badda, Badda, Dhaka",,,"3,500 sqft",Office,For Rent,18 May 2023,https://www.bproperty.com//en/property/details-5387854.html
800 Square Feet Small Commercial Office For Rent At East Shewrapara Next To Shewrapara Central Jame Masjid.,30 Thousand,"East Shewrapara, Mirpur, Dhaka",,,800 sqft,Office,For Rent,13 August 2022,https://www.bproperty.com//en/property/details-5500703.html
A 2481 Sq Ft Commercial Space Is Available For Rent Which Is Located In Agrabad Commercial Area,1.24 Lakh,"36 Goshail Danga Ward, Chattogram",,,"2,481 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-3556914.html
View This 1500 Sq Ft Office For Rent In 4 No Chandgaon Ward,40 Thousand,"Puratan Chandgaon, 4 No Chandgaon Ward, Chattogram",,,"1,500 sqft",Office,For Rent,14 December 2021,https://www.bproperty.com//en/property/details-5424077.html
At Moulove Pukurpar 1500 Square Feet Commercial Office For Rent,40 Thousand,"Puratan Chandgaon, 4 No Chandgaon Ward, Chattogram",,,"1,500 sqft",Office,For Rent,14 December 2021,https://www.bproperty.com//en/property/details-5424076.html
976 Sq Ft Office With Great Business Opportunities For Rent At 28 No. Pathantooly Ward,44 Thousand,"28 No. Pathantooly Ward, Double Mooring, Chattogram",,,976 sqft,Office,For Rent,3 January 2022,https://www.bproperty.com//en/property/details-5429524.html
At Moulove Pukurpar 1500 Square Feet Medium Size Commercial Office For Rent.,40 Thousand,"Puratan Chandgaon, 4 No Chandgaon Ward, Chattogram",,,"1,500 sqft",Office,For Rent,14 December 2021,https://www.bproperty.com//en/property/details-5424080.html
A Nicely Constructed Office Of 1200 Sq Ft Can Be Found In Bayazid For Rent,25 Thousand,"Bayazid, Chattogram",,,"1,200 sqft",Office,For Rent,10 January 2022,https://www.bproperty.com//en/property/details-5433464.html
Commercial Office Of 3000 Sq Ft Is Up For Rent In Banani,3.6 Lakh,"Banani, Dhaka",,,"3,000 sqft",Office,For Rent,26 December 2022,https://www.bproperty.com//en/property/details-5274292.html
2795 Sq Ft Commercial Office Is For Rent In The Great Area Of Banani,3.63 Lakh,"Banani, Dhaka",,,"2,795 sqft",Office,For Rent,31 August 2023,https://www.bproperty.com//en/property/details-4791213.html
We Are Happy To Presents This 2000 Sq Ft Fitted Office Located In West Monipur For Rent,60 Thousand,"West Monipur, Mirpur, Dhaka",,,"2,000 sqft",Office,For Rent,29 November 2022,https://www.bproperty.com//en/property/details-5422902.html
"A Commercial Office Space For Rent In Mohammadpur, Pc Culture Housing",25 Thousand,"PC Culture Housing, Mohammadpur, Dhaka",,,900 sqft,Office,For Rent,14 March 2023,https://www.bproperty.com//en/property/details-1966355.html
Available In Chotopole 3345 Sq. ft Office Is Up For Rent.,1.2 Lakh,"South Agrabad, Double Mooring, Chattogram",,,"3,345 sqft",Office,For Rent,21 September 2020,https://www.bproperty.com//en/property/details-2065183.html
An Office Space Is Vacant For Rent In Kalabagan Near To Medi Aid General Hospital Ltd.,65 Thousand,"Kalabagan, Dhaka",,,"1,050 sqft",Office,For Rent,23 July 2023,https://www.bproperty.com//en/property/details-1911828.html
"Select This 2800 Sq Ft Office Area For Rent In Uttara, Sector 4",65 Thousand,"Sector 4, Uttara, Dhaka",,,"2,800 sqft",Office,For Rent,11 July 2023,https://www.bproperty.com//en/property/details-3467287.html
A 1130 Square Feet Medium Size Commercial Office For Rent At 28 No. Pathantooly Ward.,50.85 Thousand,"28 No. Pathantooly Ward, Double Mooring, Chattogram",,,"1,130 sqft",Office,For Rent,3 January 2022,https://www.bproperty.com//en/property/details-5429526.html
See This Office Space For Rent Located In Motijheel Near To Rupali Bank Limited .,12.9 Lakh,"Motijheel, Dhaka",,,"4,300 sqft",Office,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1926254.html
Nice 2246 SQ FT Office is available to Rent in Uttara 4,2.4 Lakh,"Sector 4, Uttara, Dhaka",,,"2,246 sqft",Office,For Rent,25 June 2022,https://www.bproperty.com//en/property/details-5501707.html
"A 1300 Sq Ft Commercial Office Is Available For Rent Which Is Located In Ecb Main Road, Cantonment",91 Thousand,"Manikdi, Cantonment, Dhaka",,,"1,300 sqft",Office,For Rent,8 August 2023,https://www.bproperty.com//en/property/details-4757746.html
"A Commercial Space Is Up For Rent At Elephant Road, Newmarket",1.15 Lakh,"New Market, Dhaka",,,"2,850 sqft",Office,For Rent,22 May 2023,https://www.bproperty.com//en/property/details-4176957.html
3800 Sq Ft Commercial Office Space For Rent At Dilkusha Commercial Area,2.47 Lakh,"Dilkusha Commercial Area, Motijheel, Dhaka",,,"3,800 sqft",Office,For Rent,16 November 2021,https://www.bproperty.com//en/property/details-3352359.html
"Commercial Office Space For Rent In Motijheel, Near Motijheel Police Station",1.15 Lakh,"Motijheel, Dhaka",,,"2,300 sqft",Office,For Rent,13 September 2021,https://www.bproperty.com//en/property/details-1944270.html
An Office Space For Rent Located In Motijheel Near To Eastern Bank Limited,1.37 Lakh,"Motijheel, Dhaka",,,"3,050 sqft",Office,For Rent,10 January 2022,https://www.bproperty.com//en/property/details-1945467.html
"Prominent Location And Splendid Outlook, This 1600 Sq Ft Office Space Is Up For Rent In Banani",1.52 Lakh,"Banani, Dhaka",,,"1,600 sqft",Office,For Rent,30 January 2023,https://www.bproperty.com//en/property/details-4654919.html
2900 Sq Ft Commercial Space Is Up For Rent In Ibrahimpur,2.32 Lakh,"Ibrahimpur, Dhaka",,,"2,900 sqft",Office,For Rent,23 May 2023,https://www.bproperty.com//en/property/details-5577338.html
"We Are Presenting This 8000 Sq Ft Commercial Office For Rent Which Is Located In Sector 7, Uttara",3 Lakh,"Sector 7, Uttara, Dhaka",,,"8,000 sqft",Office,For Rent,6 July 2023,https://www.bproperty.com//en/property/details-5586989.html
A 5082 Sq Ft Commercial Space With Quality Approaches Is For Rent In Uttara-12,3 Lakh,"Sector 12, Uttara, Dhaka",,,"5,082 sqft",Office,For Rent,10 August 2022,https://www.bproperty.com//en/property/details-5496433.html
"We Are Happy To Presents This 2250 Sq Ft Fitted Office Located In Bir Uttam C. r. Datta Road, Hatirpool",1.8 Lakh,"Hatirpool, Dhaka",,,"2,250 sqft",Office,For Rent,7 June 2023,https://www.bproperty.com//en/property/details-5203727.html
"Make This 1750 Sq Feet Nice Office Yours, By Renting It In Banani",2.1 Lakh,"Banani, Dhaka",,,"1,750 sqft",Office,For Rent,23 November 2022,https://www.bproperty.com//en/property/details-5535830.html
Office Or Showroom For Rent In Banglamotors Close To Eastern Bank Limited,60 Thousand,"Banglamotors, Dhaka",,,650 sqft,Office,For Rent,27 December 2022,https://www.bproperty.com//en/property/details-1983802.html
2291 Sq Ft Office Area Is Up For Rent In Banani,6.87 Lakh,"Banani, Dhaka",,,"2,291 sqft",Office,For Rent,16 November 2022,https://www.bproperty.com//en/property/details-5080258.html
Planned Office In New Market Is Available For Rent.,16 Thousand,"New Market, Dhaka",,,210 sqft,Office,For Rent,2 January 2023,https://www.bproperty.com//en/property/details-5138807.html
"Acquire This 1450 Sq Ft Commercial Space Which Is Up For Rent In Sector 11, Uttara",55 Thousand,"Sector 11, Uttara, Dhaka",,,"1,450 sqft",Office,For Rent,7 May 2023,https://www.bproperty.com//en/property/details-1990517.html
"100 Sq Ft Office Space Is Ready For Rent At Your Convenient Location Of South Monipur, 60 Ft Road",21 Thousand,"South Monipur, Mirpur, Dhaka",,,100 sqft,Office,For Rent,25 June 2023,https://www.bproperty.com//en/property/details-5345074.html
"Looking for a nice Office to rent in Mirpur, check this one which is 5000 SQ FT",1.2 Lakh,"Mirpur, Dhaka",,,"5,000 sqft",Office,For Rent,18 December 2022,https://www.bproperty.com//en/property/details-4884591.html
This 2400 Sq Ft Commercial Space Is Ready For Rent In Gulshan 1,1.3 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"2,400 sqft",Office,For Rent,14 June 2023,https://www.bproperty.com//en/property/details-3482824.html
"This Vacant Office Space Of 700 Sq Ft Situated In Section 1, Mirpur Is Up For Rent",30 Thousand,"Section 1, Mirpur, Dhaka",,,700 sqft,Office,For Rent,24 July 2023,https://www.bproperty.com//en/property/details-4751189.html
Expand Your Business By Renting This 2000 Sq Ft Office In 23 No. North Pathantooly Ward,1.6 Lakh,"Double Mooring, Chattogram",,,"2,000 sqft",Office,For Rent,24 December 2022,https://www.bproperty.com//en/property/details-5543030.html
2108 SQ FT Open Commercial Floor for Rent in Motijheel,1.69 Lakh,"Motijheel, Dhaka",,,"2,108 sqft",Office,For Rent,9 March 2022,https://www.bproperty.com//en/property/details-5387371.html
A 1200 Sq Ft Commercial Space Is Available For Rent Which Is Located In 22 No. Enayet Bazaar Ward,60 Thousand,"22 No. Enayet Bazaar Ward, Chattogram",,,"1,200 sqft",Office,For Rent,27 October 2021,https://www.bproperty.com//en/property/details-5387112.html
Deal With This 5000 Sq Ft Office Arena For Rent At 23 No. North Pathantooly Ward,4 Lakh,"Double Mooring, Chattogram",,,"5,000 sqft",Office,For Rent,24 December 2022,https://www.bproperty.com//en/property/details-5543035.html
"Grab This Amazing 3000 Sq Ft Office For Rent At 23 No. North Pathantooly Ward, Double Mooring",2.4 Lakh,"Double Mooring, Chattogram",,,"3,000 sqft",Office,For Rent,24 December 2022,https://www.bproperty.com//en/property/details-5543034.html
Invest In This 3000 Sq Ft Office Space For Rent At 23 No. North Pathantooly Ward,2.4 Lakh,"Double Mooring, Chattogram",,,"3,000 sqft",Office,For Rent,24 December 2022,https://www.bproperty.com//en/property/details-5543032.html
"Commercial Office Of 944 Sq Ft Is For Rent In Eskaton, Kazi Nazrul Islam Avenue",60 Thousand,"Eskaton, Dhaka",,,944 sqft,Office,For Rent,12 July 2023,https://www.bproperty.com//en/property/details-5588240.html
"Use This 3200 Sq Ft Rental Property As Your Office, Located At Banani",1.8 Lakh,"Banani, Dhaka",,,"3,200 sqft",Office,For Rent,9 February 2023,https://www.bproperty.com//en/property/details-3324584.html
3000 Sq Ft Office Space With A Nice Interior Is Up For Rent At 23 No. North Pathantooly Ward,2.4 Lakh,"Double Mooring, Chattogram",,,"3,000 sqft",Office,For Rent,24 December 2022,https://www.bproperty.com//en/property/details-5543036.html
A Satisfactory 5000 Sq Ft Office Space Is Up For Rent At 23 No. North Pathantooly Ward,4 Lakh,"Double Mooring, Chattogram",,,"5,000 sqft",Office,For Rent,24 December 2022,https://www.bproperty.com//en/property/details-5543031.html
View This Spacious 2000 Sq Ft Office For Rent At 28 No. Pathantooly Ward,1.2 Lakh,"Double Mooring, Chattogram",,,"2,000 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5075217.html
"800 Sq Ft Quality Commercial Area For Rent In Double Mooring, 28 No. Pathantooly Ward",48 Thousand,"Double Mooring, Chattogram",,,800 sqft,Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5075206.html
24078 Sq Ft Office Is Available To Rent In Motijheel,60.2 Lakh,"Naya Paltan, Motijheel, Dhaka",,,"24,078 sqft",Office,For Rent,9 January 2023,https://www.bproperty.com//en/property/details-5543852.html
1500 Sq Ft Amazing Commercial Space Is Ready To Rent At Bahaddarhat,1.2 Lakh,"Bahaddarhat, 4 No Chandgaon Ward, Chattogram",,,"1,500 sqft",Office,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-5539139.html
3700 Sq Ft Office Space Is Ready To Rent At 4 No Chandgaon Ward,2.96 Lakh,"Bahaddarhat, 4 No Chandgaon Ward, Chattogram",,,"3,700 sqft",Office,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-5539141.html
500 Sq Ft Commercial Office For Rent At 25 No. Rampur Ward,15 Thousand,"25 No. Rampur Ward, Double Mooring, Chattogram",,,500 sqft,Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5055100.html
"1100 Sq Ft Cozy Commercial Space Is For Rent At Double Mooring, Sheikh Mujib Road",1.21 Lakh,"Double Mooring, Chattogram",,,"1,100 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5334490.html
View This Quality 5000 Sq Ft Office Up For Rent At Double Mooring,4 Lakh,"Double Mooring, Chattogram",,,"5,000 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5543038.html
19721 Square Feet Ample Commercial Open Space Is Up For Rent In Bashundhara R-a,26.62 Lakh,"Bashundhara R-A, Dhaka",,,"19,721 sqft",Office,For Rent,3 April 2023,https://www.bproperty.com//en/property/details-5536724.html
3000 Sq Ft Office Area Is For Rent At Double Mooring,2.4 Lakh,"Double Mooring, Chattogram",,,"3,000 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5543037.html
5000 Sq Ft Office Arena Is Up For Rent At 23 No. North Pathantooly Ward,4 Lakh,"Double Mooring, Chattogram",,,"5,000 sqft",Office,For Rent,24 December 2022,https://www.bproperty.com//en/property/details-5543033.html
"3700 Sq Ft Commercial Space Is Ready To Rent At Bahaddarhat, 4 No Chandgaon Ward",2.96 Lakh,"Bahaddarhat, 4 No Chandgaon Ward, Chattogram",,,"3,700 sqft",Office,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-5539140.html
This 1250 Sq Ft Quality Commercial Space Is Ready For Rent At Halishahar,35 Thousand,"Halishahar, Chattogram",,,"1,250 sqft",Office,For Rent,15 December 2021,https://www.bproperty.com//en/property/details-3500289.html
At Motijheel Next To Janata Bank Limited 2350 Sq Ft Commercial Office Space For Rent,2.82 Lakh,"Motijheel, Dhaka",,,"2,350 sqft",Office,For Rent,9 March 2022,https://www.bproperty.com//en/property/details-3761805.html
This 2350 Square Feet Large Commercial Office For Rent Available At DIT Avenue-Motijheel,2.82 Lakh,"Motijheel, Dhaka",,,"2,350 sqft",Office,For Rent,9 March 2022,https://www.bproperty.com//en/property/details-3761807.html
"Make Your Business Profitable Through This 500 Sq Ft Office, Available For Rent In Halishahar",12 Thousand,"Halishahar, Chattogram",,,500 sqft,Office,For Rent,20 December 2021,https://www.bproperty.com//en/property/details-5425946.html
A Very Aesthetic 2000 Sq Ft Office Space Is Up For Rent In The Most Convenient Location Of 28 No. Pathantooly Ward,70 Thousand,"Double Mooring, Chattogram",,,"2,000 sqft",Office,For Rent,28 December 2021,https://www.bproperty.com//en/property/details-5075587.html
2085 Sq Ft Lucrative Office Area For Rent In 9 No. North Pahartali Ward,1.25 Lakh,"9 No. North Pahartali Ward, Chattogram",,,"2,085 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5425524.html
"Take A Look At This 3000 Sq Ft Office Space For Rent At Double Mooring, 28 No. Pathantooly Ward",2.4 Lakh,"Double Mooring, Chattogram",,,"3,000 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5543040.html
"2000 Sq Ft Office Of Ample Space Is Ready To Rent In Bakalia, Dewan Bazar",1.3 Lakh,"Dewan Bazar, Bakalia, Chattogram",,,"2,000 sqft",Office,For Rent,10 January 2022,https://www.bproperty.com//en/property/details-5433665.html
"This 1200 Sq Ft Commercial Office Is Ready To Rent At Cda Avenue, 15 No. Bagmoniram Ward",1.5 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"1,200 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-3466842.html
3000 Sq Ft Office Area Of Numerous Possibilities Is Ready To Rent In Panchlaish,2.55 Lakh,"Panchlaish, Chattogram",,,"3,000 sqft",Office,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-4504917.html
"Acquire This 2000 Sq Ft Office Space Which Is Up For Rent In Terry Bazar Road, Bakalia",1.49 Lakh,"Dewan Bazar, Bakalia, Chattogram",,,"2,000 sqft",Office,For Rent,19 January 2022,https://www.bproperty.com//en/property/details-5433666.html
"3000 Sq Ft Office Area Of Various Possibilities Is Ready To Rent In Panchlaish, O. r Nizam Road",2.55 Lakh,"Panchlaish, Chattogram",,,"3,000 sqft",Office,For Rent,16 March 2023,https://www.bproperty.com//en/property/details-4504913.html
A 1500 Square Ft. Commercial Office For Rent At Tejgaon - Hatir Jheel Link Road .,70 Thousand,"Tejgaon, Dhaka",,,"1,500 sqft",Office,For Rent,7 June 2022,https://www.bproperty.com//en/property/details-5496868.html
"Make This 2200 Sq Feet Decent Office Yours, By Renting It In 10 No. North Kattali Ward.",50 Thousand,"CDA R/A, 10 No. North Kattali Ward, Chattogram",,,"2,200 sqft",Office,For Rent,5 January 2022,https://www.bproperty.com//en/property/details-5432311.html
Use This 2888 Sq Ft Rental Property As Your Office Located At Bashundhara R-a,2.5 Lakh,"Block A, Bashundhara R-A, Dhaka",,,"2,888 sqft",Office,For Rent,28 November 2022,https://www.bproperty.com//en/property/details-5244428.html
2108 Square Feet Commercial Office For Rent Close To Baitul Aman Jame Mosjid At Motijheel,1.69 Lakh,"Motijheel, Dhaka",,,"2,108 sqft",Office,For Rent,9 March 2022,https://www.bproperty.com//en/property/details-5387372.html
A Huge 4600 Sq Ft Commercial Space Is Set For Rent In Uttara-13,5 Lakh,"Gareeb-e-Nawaz Avenue, Sector 13, Sector 13, Uttara, Dhaka",,,"4,800 sqft",Office,For Rent,7 December 2022,https://www.bproperty.com//en/property/details-4654852.html
Run Your Business In This 2000 Square Feet Commercial Office For Rent In Badda,1.7 Lakh,"Middle Badda, Badda, Dhaka",,,"2,000 sqft",Office,For Rent,9 March 2023,https://www.bproperty.com//en/property/details-5501694.html
This 1300 Sq Ft Commercial Space Is Ready For Rent At Halishahar,32.5 Thousand,"Halishahar, Chattogram",,,"1,300 sqft",Office,For Rent,6 February 2022,https://www.bproperty.com//en/property/details-5094556.html
A Very Reasonable 2350 Sq Ft Office Is Up For Rent Located At Dit Avenue,2.82 Lakh,"Motijheel, Dhaka",,,"2,350 sqft",Office,For Rent,9 March 2022,https://www.bproperty.com//en/property/details-3761800.html
Seize This 2900 Square Feet Office For Rent At Uttara-4,1.5 Lakh,"Sector 4, Uttara, Dhaka",,,"2,900 sqft",Office,For Rent,9 November 2022,https://www.bproperty.com//en/property/details-3467880.html
Property In Motijheel – 5246 Sq Ft Office For Rent,13.12 Lakh,"Naya Paltan, Motijheel, Dhaka",,,"5,246 sqft",Office,For Rent,9 January 2023,https://www.bproperty.com//en/property/details-5530646.html
A 4500 Square Feet Commercial Office Space Is For Rent At Sonargaon Janapath-Uttara .,3.83 Lakh,"Sector 7, Uttara, Dhaka",,,"4,500 sqft",Office,For Rent,13 April 2022,https://www.bproperty.com//en/property/details-5481294.html
"Carry Out Your Business In This 2900 Sq Ft Commercial Space ready For Rent In Dhanmondi, Satmasjid Road",2.9 Lakh,"Dhanmondi, Dhaka",,,"2,900 sqft",Office,For Rent,21 May 2023,https://www.bproperty.com//en/property/details-5573406.html
"Commercial Space Of 2650 Sq Ft For Rent Is Available In Baridhara Block J, Near Coca Cola Bus Stop",1.5 Lakh,"Block J, Baridhara, Dhaka",,,"2,650 sqft",Office,For Rent,17 June 2022,https://www.bproperty.com//en/property/details-1754862.html
2800 Sq Ft Office For Rent In Double Mooring Nearby Central Mosque,1.26 Lakh,"Double Mooring, Chattogram",,,"2,800 sqft",Office,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-1896189.html
In 7 No. West Sholoshohor Ward This 2000 Sq. Ft Office Space Is Up For Rent,1.3 Lakh,"7 No. West Sholoshohor Ward, Chattogram",,,"2,000 sqft",Office,For Rent,23 November 2022,https://www.bproperty.com//en/property/details-2017354.html
"A Very Well Fitted 1350 Sq Ft Commercial Office Is Up For Rent In Zakir Hussain Road, Lalmatia",55 Thousand,"Block E, Lalmatia, Dhaka",,,"1,350 sqft",Office,For Rent,5 July 2023,https://www.bproperty.com//en/property/details-5392195.html
A 3100 Sq Ft Commercial Space Is Available To Rent In Badda,80 Thousand,"South Badda, Badda, Dhaka",,,"3,100 sqft",Office,For Rent,20 July 2023,https://www.bproperty.com//en/property/details-2083854.html
Set Up Your New 2300 Sq. Ft Office In The Location Of Dhanmondi Nearby LABAID Cardiac Hospital For Rent,1.9 Lakh,"Dhanmondi, Dhaka",,,"2,300 sqft",Office,For Rent,8 October 2020,https://www.bproperty.com//en/property/details-2079804.html
