title,price,location,room,bath,size,type,purpose,updated,link
If You Want Your Business To Flourish In Numerous Ways Then Rent This 2625 Sq Ft Commercial Area,1.1 Lakh,"Senpara Parbata, Section 10, Mirpur, Dhaka",,,"2,625 sqft",Floor,For Rent,28 September 2022,https://www.bproperty.com//en/property/details-4167357.html
"1850 Sq Ft Commercial Space Is Up For Rent In Dhanmondi, Satmasjid Road",1.94 Lakh,"Dhanmondi, Dhaka",,,"1,850 sqft",Floor,For Rent,31 January 2023,https://www.bproperty.com//en/property/details-5548092.html
Remarkable Office Of 17000 Sq Ft Is Available For Rent In Ashulia,2.89 Lakh,"Savar, Dhaka",,,"17,000 sqft",Floor,For Rent,12 July 2021,https://www.bproperty.com//en/property/details-4968188.html
"A Spacious Commercial Arena Of 5800 Sq Ft Is Up For Rent In A Great Location Of Gulshan 1, Gulshan Avenue",5.8 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"5,800 sqft",Floor,For Rent,26 April 2023,https://www.bproperty.com//en/property/details-3757859.html
"2400 Square Ft. Large Commercial Floor For Rent At Satmasjid Road, Dhanmondi.",2.5 Lakh,"Dhanmondi, Dhaka",,,"2,400 sqft",Floor,For Rent,5 July 2022,https://www.bproperty.com//en/property/details-3487369.html
Acquire This 2600 Sq Ft Commercial Space Which Is Up For Rent In Banasree,1.5 Lakh,"Banasree, Dhaka",,,"2,600 sqft",Floor,For Rent,22 August 2023,https://www.bproperty.com//en/property/details-5596015.html
Nice 5200 Sq Ft Office Is Available To Rent In Mirpur 1,2.5 Lakh,"Section 1, Mirpur, Dhaka",,,"5,200 sqft",Floor,For Rent,8 August 2023,https://www.bproperty.com//en/property/details-2043517.html
"Run Your Business In This 4200 Sq Ft Commercial Space For Rent In West Kazipara, Mirpur",2.52 Lakh,"West Kazipara, Mirpur, Dhaka",,,"4,200 sqft",Floor,For Rent,31 August 2022,https://www.bproperty.com//en/property/details-3425823.html
2844 Square Feet Commercial Space For Rent Available At Panthapath Tejgaon link Road.,2.6 Lakh,"Karwan Bazar, Tejgaon, Dhaka",,,"2,844 sqft",Floor,For Rent,29 March 2022,https://www.bproperty.com//en/property/details-5416638.html
This 2600 Square Feet Commercial Property Is Recommended For You To Rent In Banasree,1.5 Lakh,"Banasree, Dhaka",,,"2,600 sqft",Floor,For Rent,19 July 2023,https://www.bproperty.com//en/property/details-5345534.html
A Commercial Space Is Available For Rent In Mirpur Nearby National Bank Limited.,70 Thousand,"Senpara Parbata, Section 10, Mirpur, Dhaka",,,"1,200 sqft",Floor,For Rent,5 July 2023,https://www.bproperty.com//en/property/details-1915301.html
For Your Well-done Business An Office Of 2600 Sq Ft Is Ready For Rent In Banasree,1.5 Lakh,"Banasree, Dhaka",,,"2,600 sqft",Floor,For Rent,22 August 2023,https://www.bproperty.com//en/property/details-5596013.html
"A fine commercial space of 3500 SQ FT for rent is available in Gulshan 1, near Gulshan 1 DCC Market",3.55 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,500 sqft",Floor,For Rent,12 September 2021,https://www.bproperty.com//en/property/details-1835804.html
1600 Square Feet Commercial Floor Is Up For Rent In Uttara-3,3.2 Lakh,"Sector 3, Uttara, Dhaka",,,"1,600 sqft",Floor,For Rent,21 August 2023,https://www.bproperty.com//en/property/details-5594126.html
Available At Jamal Khan Road This 700 Square Feet Commercial Office For Rent,70 Thousand,"Jamal Khan, Chattogram",,,700 sqft,Floor,For Rent,15 July 2021,https://www.bproperty.com//en/property/details-5303942.html
"Wonderful Commercial Floor Of 1500 Sq Ft Is Available For Rent In Sonargaon Janapath, Uttara 12",2.5 Lakh,"Sector 12, Uttara, Dhaka",,,"1,500 sqft",Floor,For Rent,30 July 2023,https://www.bproperty.com//en/property/details-5591715.html
At 15 No. Bagmoniram Ward 4100 Sq Ft Commercial Space Is Ready To Rent,4.5 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"4,100 sqft",Floor,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5379271.html
Jamal Khan Road Is Offering A 1540 Sq Ft Commercial Space For Rent To Pick It For Your Next Office.,1.54 Lakh,"Jamal Khan, Chattogram",,,"1,540 sqft",Floor,For Rent,15 July 2021,https://www.bproperty.com//en/property/details-5303945.html
A Commercial Space Is Available For Rent Which Is Located In Uttara Nearby Uttara University,1.75 Lakh,"Sector 6, Uttara, Dhaka",,,"2,700 sqft",Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1938495.html
"Commercial Floor For Rent In Wireless Gate, Mohakhali",80 Thousand,"Mohakhali, Dhaka",,,"2,000 sqft",Floor,For Rent,26 September 2021,https://www.bproperty.com//en/property/details-4214451.html
A Business Space Is Up For Rent In The Location Of Uttara Near Uttara High School And College,2.28 Lakh,"Sector 3, Uttara, Dhaka",,,"2,850 sqft",Floor,For Rent,7 August 2022,https://www.bproperty.com//en/property/details-1978909.html
An Ample Commercial Space Of 4138 Sq Ft Is Ready For Rent At Uttara-7,2.9 Lakh,"Sector 7, Uttara, Dhaka",,,"4,138 sqft",Floor,For Rent,23 January 2022,https://www.bproperty.com//en/property/details-3463513.html
A 2824 Sq. Ft Commercial Space Is Available For Rent In Kawran Bazar Road.,2.68 Lakh,"Karwan Bazar, Tejgaon, Dhaka",,,"2,824 sqft",Floor,For Rent,24 November 2020,https://www.bproperty.com//en/property/details-3822723.html
"3250 Square Feet Commercial Floor For Rent In Gulshan 1, With Amazing Business Opportunities",6.5 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,250 sqft",Floor,For Rent,30 January 2022,https://www.bproperty.com//en/property/details-5432567.html
Invest In This 800 Square Feet Commercial Area For Rent In Uttara-11,51 Thousand,"Sector 11, Uttara, Dhaka",,,800 sqft,Floor,For Rent,14 February 2023,https://www.bproperty.com//en/property/details-4913540.html
Invest In This 3200 Square Feet Commercial Floor Ready For Rent In Uttara-3,6.08 Lakh,"Sector 3, Uttara, Dhaka",,,"3,200 sqft",Floor,For Rent,11 August 2023,https://www.bproperty.com//en/property/details-5594117.html
This 4450 Sq Ft Commercial Space Is Ready To Rent At 15 No. Bagmoniram Ward,4.5 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"4,450 sqft",Floor,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-5446439.html
A Commercial Space Is Available For Rent In Uttara Next To Uttara Adhunik Medical College And Hospital.,71 Thousand,"Sector 7, Uttara, Dhaka",,,610 sqft,Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1946836.html
This 1540 Square Feet Large Commercial Office At Jamal Khan Road For Rent,1.54 Lakh,"Jamal Khan, Chattogram",,,"1,540 sqft",Floor,For Rent,15 July 2021,https://www.bproperty.com//en/property/details-5303949.html
3600 Sq Ft Suitable Commercial Floor For Rent In Mohakhali,1.62 Lakh,"Mohakhali, Dhaka",,,"3,600 sqft",Floor,For Rent,29 November 2022,https://www.bproperty.com//en/property/details-4185680.html
"We Are Happy To Presents This 7235 Sq Ft Commercial Floor, Is Ready To Rent In Uttara Sector 3",11.58 Lakh,"Sector 3, Uttara, Dhaka",,,"7,235 sqft",Floor,For Rent,15 February 2023,https://www.bproperty.com//en/property/details-3724178.html
"Deal With This 4900 Sq Ft Commercial Space Up For Rent In Mirpur, Section 7",1.2 Lakh,"Section 7, Mirpur, Dhaka",,,"4,900 sqft",Floor,For Rent,19 July 2023,https://www.bproperty.com//en/property/details-5586863.html
An Office Space Is Vacant For Rent In Uttara Near To Gausul Azam Jame Masjid,3.08 Lakh,"Sector 13, Uttara, Dhaka",,,"2,200 sqft",Floor,For Rent,8 June 2022,https://www.bproperty.com//en/property/details-1858871.html
47330 Sq Ft Commercial Space With Quality Business Scopes Is Up For Rent In Nikunja 2,1.06 Crore,"Nikunja 2, Nikunja, Dhaka",,,"47,330 sqft",Floor,For Rent,20 May 2022,https://www.bproperty.com//en/property/details-5490313.html
We Are Providing You With This 7962 Sq Ft Commercial Space For Rent In Gulshan 1,12.74 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"7,962 sqft",Floor,For Rent,15 June 2022,https://www.bproperty.com//en/property/details-5495676.html
We Are Assisting You To Rent This 6000 Sq Ft Commercial Space In West Rampura,3.6 Lakh,"West Rampura, Rampura, Dhaka",,,"6,000 sqft",Floor,For Rent,28 July 2022,https://www.bproperty.com//en/property/details-5503332.html
Run Your Work Without Any Hassle In This 8354 Sq Ft Commercial Space For Rent In Gulshan 1,13.37 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"8,354 sqft",Floor,For Rent,15 June 2022,https://www.bproperty.com//en/property/details-5495673.html
1500 Sq Ft Commercial Floor For Rent In Mirpur-10,75 Thousand,"Senpara Parbata, Section 10, Mirpur, Dhaka",,,"1,500 sqft",Floor,For Rent,24 November 2022,https://www.bproperty.com//en/property/details-4345576.html
"This 3005 Sq Ft Commercial Space Will Be A Great Option For You To Boost Up Your Business At Mazar Road, Mirpur",1.3 Lakh,"2nd Colony, Mirpur, Dhaka",,,"3,005 sqft",Floor,For Rent,12 June 2023,https://www.bproperty.com//en/property/details-5270206.html
An Office Space Of 1700 Sq. ft Is Vacant For Rent In Kemal Ataturk Avenue.,1.7 Lakh,"Banani, Dhaka",,,"1,700 sqft",Floor,For Rent,10 November 2020,https://www.bproperty.com//en/property/details-4773907.html
Set Up Your New Office In The Location Of Lal Khan Bazaar Nearby United Commercial Bank Limited,1 Lakh,"Lal Khan Bazaar, Chattogram",,,"1,800 sqft",Floor,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-1880433.html
See This 2200 Square Feet Commercial Space Is Ready To Rent At 15 No. Bagmoniram Ward,3.52 Lakh,"15 No. Bagmoniram Ward, Chattogram",,,"2,200 sqft",Floor,For Rent,1 January 2023,https://www.bproperty.com//en/property/details-5379238.html
"For Your Well-done Business, A Commercial Space Of 6600 Sq Ft Is For Rent In Tejgaon.",6.27 Lakh,"Karwan Bazar, Tejgaon, Dhaka",,,"6,600 sqft",Floor,For Rent,24 November 2020,https://www.bproperty.com//en/property/details-3822650.html
5500 Square Feet Open Floor Is Ready For Rent In Uttara-3,13.75 Lakh,"Sector 3, Uttara, Dhaka",,,"5,500 sqft",Floor,For Rent,10 January 2023,https://www.bproperty.com//en/property/details-5546802.html
"For Your Well-done Business An Commercial Floor Of 6000 Sq Ft Is Ready For Rent In Section 1, Mirpur",1.5 Lakh,"Mirpur, Dhaka",,,"6,000 sqft",Floor,For Rent,30 July 2023,https://www.bproperty.com//en/property/details-5591949.html
A Commercial Space Is Available For Rent In Double Mooring Nearby Osman Goni Jame Masjid,1.26 Lakh,"Double Mooring, Chattogram",,,"3,602 sqft",Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1954959.html
"Acquire This 5200 Sq Ft Commercial Floor Which Is Up For Rent In Section 1, Mirpur",1.3 Lakh,"Mirpur, Dhaka",,,"5,200 sqft",Floor,For Rent,30 July 2023,https://www.bproperty.com//en/property/details-5591951.html
"A Very Well Fitted 1200 Sq Ft Commercial Floor Is Up For Rent In Gedu Matabor Road, Ibrahimpur",72 Thousand,"Ibrahimpur, Dhaka",,,"1,200 sqft",Floor,For Rent,31 July 2023,https://www.bproperty.com//en/property/details-5592088.html
"2000 Square Feet Commercial Space Is For Rent In Uttara-12, A Booming Location To Expand Your Business",2.4 Lakh,"Sector 12, Uttara, Dhaka",,,"2,000 sqft",Floor,For Rent,27 January 2022,https://www.bproperty.com//en/property/details-5400130.html
"5000 Sq Ft Quality Commercial Floor For Rent In Mirpur, East Kazipara",80 Thousand,"East Kazipara, Mirpur, Dhaka",,,"5,000 sqft",Floor,For Rent,22 November 2022,https://www.bproperty.com//en/property/details-4103842.html
"1890 Sq Ft Quality Commercial Floor Is Ready For Rent In Mirpur, Section 10",3.4 Lakh,"Senpara Parbata, Section 10, Mirpur, Dhaka",,,"1,890 sqft",Floor,For Rent,26 July 2023,https://www.bproperty.com//en/property/details-5590961.html
2528 Sq Ft Commercial Floor Is Up For Rent In Mirpur-10,4.5 Lakh,"Senpara Parbata, Section 10, Mirpur, Dhaka",,,"2,528 sqft",Floor,For Rent,26 July 2023,https://www.bproperty.com//en/property/details-5590960.html
"Readily Available A Nice 1200 Sq Ft Commercial Floor At Gedu Matabor Road, Ibrahimpur",72 Thousand,"Ibrahimpur, Dhaka",,,"1,200 sqft",Floor,For Rent,9 August 2023,https://www.bproperty.com//en/property/details-5592087.html
"View This 5000 Sq Ft Commercial Space Is For Rent In East Kazipara, Mirpur",80 Thousand,"East Kazipara, Mirpur, Dhaka",,,"5,000 sqft",Floor,For Rent,22 November 2022,https://www.bproperty.com//en/property/details-4103843.html
"5000 Sq Ft Commercial Area Is Up For Rent In East Kazipara, Mirpur",80 Thousand,"East Kazipara, Mirpur, Dhaka",,,"5,000 sqft",Floor,For Rent,22 November 2022,https://www.bproperty.com//en/property/details-4103844.html
"Use This 4200 Sq Ft Rental Property as Your Office, Located At Mirpur, Section 1",2.94 Lakh,"Section 1, Mirpur, Dhaka",,,"4,200 sqft",Floor,For Rent,10 November 2022,https://www.bproperty.com//en/property/details-5533202.html
Need New Office Space? Check This Readily Available Lucrative Business Space Up For Rent In Banani Near To BWDB Jame Masjid,3.6 Lakh,"Banani, Dhaka",,,"3,000 sqft",Floor,For Rent,20 November 2022,https://www.bproperty.com//en/property/details-1829003.html
"3206 Sq. ft commercial space Is For Rent In Satmasjid Road, Dhanmondi .",2.5 Lakh,"Dhanmondi, Dhaka",,,"3,206 sqft",Floor,For Rent,5 July 2023,https://www.bproperty.com//en/property/details-2088299.html
Commercial Office Of 6000 Sq Ft Is For Rent In Banasree.,1.95 Lakh,"Banasree, Dhaka",,,"6,000 sqft",Floor,For Rent,29 March 2023,https://www.bproperty.com//en/property/details-2094862.html
A 4200 Sq Ft Specious Office Is Ready To Rent In Mirpur 1,2.94 Lakh,"Section 1, Mirpur, Dhaka",,,"4,200 sqft",Floor,For Rent,10 November 2022,https://www.bproperty.com//en/property/details-5533208.html
"Deal With This 7500 Sq Ft Commercial Floor Ready To Rent In Mirpur-12, Block D",7.5 Lakh,"Block D, Section 12, Mirpur, Dhaka",,,"7,500 sqft",Floor,For Rent,11 June 2023,https://www.bproperty.com//en/property/details-5581297.html
3600 Sq Ft Perfect Commercial Floor For Rent In Mohakhali,1.62 Lakh,"Mohakhali, Dhaka",,,"3,600 sqft",Floor,For Rent,29 November 2022,https://www.bproperty.com//en/property/details-4185682.html
3600 Sq Ft Commercial Area For Rent In Mohakhali,1.62 Lakh,"Mohakhali, Dhaka",,,"3,600 sqft",Floor,For Rent,29 November 2022,https://www.bproperty.com//en/property/details-4185684.html
Take A Look At This 4400 Sq Ft Commercial Floor To Rent In Uttara,2.64 Lakh,"Sector 14, Uttara, Dhaka",,,"4,400 sqft",Floor,For Rent,29 December 2022,https://www.bproperty.com//en/property/details-5544299.html
"This 6800 Sq Ft Commercial Floor Will Be A Great Option For You To Boost Up Your Business At Hatir Jheel Link Road, Tejgaon",8.84 Lakh,"Tejgaon, Dhaka",,,"6,800 sqft",Floor,For Rent,31 July 2023,https://www.bproperty.com//en/property/details-5579939.html
We Are Offering You A 7500 Sq Ft Commercial Floor Ready To Rent In Mirpur-12,7.5 Lakh,"Block D, Section 12, Mirpur, Dhaka",,,"7,500 sqft",Floor,For Rent,11 June 2023,https://www.bproperty.com//en/property/details-5581299.html
"Improve Your Business Quality By Renting This Commercial Floor Of 3500 Sq Ft In Uttara, Sector 7, Sonargaon Janapath",2 Lakh,"Sector 7, Uttara, Dhaka",,,"3,500 sqft",Floor,For Rent,23 January 2022,https://www.bproperty.com//en/property/details-3413073.html
2260 Square Feet Commercial Space For Rent In Uttara-13,1.7 Lakh,"Sector 13, Uttara, Dhaka",,,"2,260 sqft",Floor,For Rent,24 July 2023,https://www.bproperty.com//en/property/details-3754542.html
"At Mirpur, 2000 Sq Ft Well Fitted Office Is ready To Rent Near To Mirpur Sher e Bangla Stadium",1.2 Lakh,"Block Ka, Section 6, Mirpur, Dhaka",,,"2,000 sqft",Floor,For Rent,21 May 2023,https://www.bproperty.com//en/property/details-2006035.html
"A Structurally Well Set Commercial Space For Rent Is Available In Mirpur, Near Mirpur Bangla School And College",1.4 Lakh,"Section 7, Mirpur, Dhaka",,,"3,300 sqft",Floor,For Rent,10 October 2021,https://www.bproperty.com//en/property/details-1949080.html
Readily Available A Nice 2154 Sq Ft Commercial Space At Outer Circular Road,1.72 Lakh,"Shiddheswari, Dhaka",,,"2,154 sqft",Floor,For Rent,20 June 2023,https://www.bproperty.com//en/property/details-4607300.html
"Fully Fitted Commercial Floor Of 4200 Sq Ft Is Ready To Rent In Sector 7, Mirpur",1.2 Lakh,"Section 7, Mirpur, Dhaka",,,"4,200 sqft",Floor,For Rent,6 July 2023,https://www.bproperty.com//en/property/details-5586858.html
"Great News! In The Suitable Location Of Gulshan, An Eye-catching Commercial Floor Of 3995 Sq Ft Is Up For Rent",5.93 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,995 sqft",Floor,For Rent,21 December 2022,https://www.bproperty.com//en/property/details-5541583.html
We Are Offering You A 2500 Sq Ft Commercial Floor For Rent In Mirpur-10,80 Thousand,"Senpara Parbata, Section 10, Mirpur, Dhaka",,,"2,500 sqft",Floor,For Rent,12 July 2023,https://www.bproperty.com//en/property/details-4167691.html
"Check This Readily Available 2489 Sq Ft Lucrative Business Space Up For Rent In Sector 11, Uttara",3 Lakh,"Sector 11, Uttara, Dhaka",,,"2,489 sqft",Floor,For Rent,24 July 2023,https://www.bproperty.com//en/property/details-3155037.html
View This 3600 Sq Ft Commercial Floor For Rent In Mohakhali,1.62 Lakh,"Mohakhali, Dhaka",,,"3,600 sqft",Floor,For Rent,29 November 2022,https://www.bproperty.com//en/property/details-4185686.html
2500 Sq Ft Commercial Floor Of Good Quality Is For Rent In Mirpur-10,80 Thousand,"Senpara Parbata, Section 10, Mirpur, Dhaka",,,"2,500 sqft",Floor,For Rent,12 July 2023,https://www.bproperty.com//en/property/details-4167690.html
A Commercial Area Is Available For Rent In Mirpur Nearby Mirpur 10 No Market Masjid,90 Thousand,"Senpara Parbata, Section 10, Mirpur, Dhaka",,,"2,700 sqft",Floor,For Rent,25 June 2023,https://www.bproperty.com//en/property/details-1926501.html
"2260 Sq Ft A Fully Fitted Elegant Office Is Available For Rent At Sector 13, Uttara",1.7 Lakh,"Sector 13, Uttara, Dhaka",,,"2,260 sqft",Floor,For Rent,24 July 2023,https://www.bproperty.com//en/property/details-3754541.html
"Grab This 1300 Sq Ft Commercial Space For Rent In Senpara Parbata, Mirpur-10",78 Thousand,"Senpara Parbata, Section 10, Mirpur, Dhaka",,,"1,300 sqft",Floor,For Rent,24 November 2022,https://www.bproperty.com//en/property/details-4345565.html
Properly Designed This 3995 Sq Ft Office Space Is Now Up For Rent In Gulshan,5.93 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,995 sqft",Floor,For Rent,22 December 2022,https://www.bproperty.com//en/property/details-5541581.html
"Wonderful Commercial Space Of 2154 Sq Ft Is Available For Rent In Outer Circular Road, Shiddheswari",1.72 Lakh,"Shiddheswari, Dhaka",,,"2,154 sqft",Floor,For Rent,20 June 2023,https://www.bproperty.com//en/property/details-4607290.html
Check This Readily Available Lucrative Business Space Up For Rent In Enayet Bazaar Near United Commercial Bank Limited,45.68 Thousand,"22 No. Enayet Bazaar Ward, Chattogram",,,"1,142 sqft",Floor,For Rent,15 March 2023,https://www.bproperty.com//en/property/details-1920796.html
At Dakshin Khan Open space for Rent close to Jame Masjid,4.5 Lakh,"Dakshin Khan, Dhaka",,,"25,000 sqft",Floor,For Rent,6 March 2020,https://www.bproperty.com//en/property/details-1884275.html
A Commercial Space Is Available For Rent In Uttara Nearby Al Arafah Islami Bank Limited.,12 Lakh,"Sector 3, Uttara, Dhaka",,,"8,000 sqft",Floor,For Rent,30 September 2021,https://www.bproperty.com//en/property/details-1943764.html
At Kapasgola 3000 Sq Ft Commercial Space Is Ready To Rent,2.2 Lakh,"Kapasgola, 16 No. Chawk Bazaar Ward, Chattogram",,,"3,000 sqft",Floor,For Rent,9 June 2021,https://www.bproperty.com//en/property/details-5270587.html
"3100 Sq Ft Commercial Floor For Rent In Badda, South Badda",80 Thousand,"South Badda, Badda, Dhaka",,,"3,100 sqft",Floor,For Rent,19 July 2023,https://www.bproperty.com//en/property/details-2083868.html
Remarkable Commercial Space Available For Rent In South Badda,80 Thousand,"South Badda, Badda, Dhaka",,,"3,100 sqft",Floor,For Rent,20 July 2023,https://www.bproperty.com//en/property/details-2083855.html
4000 Sq Ft Commercial Space For Rent Nearby Rupali Bank Limited In East Rampura,1.6 Lakh,"East Rampura, Rampura, Dhaka",,,"4,000 sqft",Floor,For Rent,3 July 2023,https://www.bproperty.com//en/property/details-4939292.html
An Ample Commercial Space Is Available For Rent In South Badda Nearby Alatunnesa School,80 Thousand,"South Badda, Badda, Dhaka",,,"3,100 sqft",Floor,For Rent,19 July 2023,https://www.bproperty.com//en/property/details-2083865.html
In East Rampura This 4000 Sq. Ft Open Space Is Up For Rent.,1.6 Lakh,"East Rampura, Rampura, Dhaka",,,"4,000 sqft",Floor,For Rent,3 July 2023,https://www.bproperty.com//en/property/details-4939288.html
"This 1200 Sq Ft Commercial Space Is Ready For Rent At Halishahar, Port Connecting Road",35 Thousand,"Halishahar, Chattogram",,,"1,200 sqft",Floor,For Rent,23 January 2022,https://www.bproperty.com//en/property/details-5094552.html
Expand Your Business By Renting This 1400 Sq Ft Lucrative Commercial Space In Halishahar,42 Thousand,"Halishahar, Chattogram",,,"1,400 sqft",Floor,For Rent,19 January 2022,https://www.bproperty.com//en/property/details-5436813.html
Construct Your Business In This 4986 Sq Ft Commercial Space For Rent In Gulshan 1,9.97 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"4,986 sqft",Floor,For Rent,18 July 2022,https://www.bproperty.com//en/property/details-3485736.html
4919 Sq Ft Huge Commercial Space For Rent In Gulshan 1,9.84 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"4,919 sqft",Floor,For Rent,18 July 2022,https://www.bproperty.com//en/property/details-3485726.html
An Abundant Commercial Arena Of 5038 Sq Ft Is Up For Rent In Gulshan 1,10.08 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"5,038 sqft",Floor,For Rent,18 July 2022,https://www.bproperty.com//en/property/details-5387969.html
A Spacious 4919 Square Feet Commercial Floor For Rent At Gulshan 1,9.84 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"4,919 sqft",Floor,For Rent,18 July 2022,https://www.bproperty.com//en/property/details-5387977.html
Rent This 2100 Sq Ft Office Area In Muradpur,50 Thousand,"Muradpur, Chattogram",,,"2,100 sqft",Floor,For Rent,11 July 2021,https://www.bproperty.com//en/property/details-5275840.html
We Are Offering You This 5196 Sq Ft Commercial Space For Rent In Gulshan 1,10.39 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"5,196 sqft",Floor,For Rent,18 July 2022,https://www.bproperty.com//en/property/details-5387961.html
"Facilitate Your Business In This 3000 Sq Ft Open Floor, Which Is Ready For Rent Rent Pallabi",3 Lakh,"Pallabi, Mirpur, Dhaka",,,"3,000 sqft",Floor,For Rent,26 December 2022,https://www.bproperty.com//en/property/details-4195850.html
Remarkable Work Space Covering An Area Of 4800 Sq Ft Is Available For Rent In Gulshan Avenue,7.89 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"4,800 sqft",Floor,For Rent,4 October 2020,https://www.bproperty.com//en/property/details-2077035.html
An Exclusive Commercial Space Is Up For Rent In Kuril Near To Jamuna Future Park,2.55 Lakh,"Pragati Soroni, Kuril, Dhaka",,,"2,830 sqft",Floor,For Rent,9 May 2023,https://www.bproperty.com//en/property/details-1826382.html
Take A Look At This 1300 Square Feet Large Commercial Floor For Rent At Khilgaon .,35 Thousand,"Khilgaon, Dhaka",,,"1,300 sqft",Floor,For Rent,31 March 2022,https://www.bproperty.com//en/property/details-5295856.html
"For Your Well-done Business, A Commercial Floor Of 3300 Sq Ft Is For Rent In Gulshan 1.",6.6 Lakh,"Gulshan 1, Gulshan, Dhaka",,,"3,300 sqft",Floor,For Rent,30 May 2023,https://www.bproperty.com//en/property/details-2087873.html
Wonderful Commercial Floor For Rent In Uttara Sector 13 Near Gausul Azam Jame Masjid,3.05 Lakh,"Sector 13, Uttara, Dhaka",,,"3,050 sqft",Floor,For Rent,4 September 2021,https://www.bproperty.com//en/property/details-1908900.html
See This Commercial Space Of 3300 Sq. Ft For rent Located In Tejgaon Near Tejgaon Industrial Area Police Station,4.29 Lakh,"Tejgaon Industrial Area, Tejgaon, Dhaka",,,"3,300 sqft",Floor,For Rent,10 April 2023,https://www.bproperty.com//en/property/details-1999740.html
"Large Commercial Floor Of 4400 Square Feet Is Up For Rent In Zoo Road, Mirpur-1",5.28 Lakh,"Block G, Section 1, Mirpur, Dhaka",,,"4,400 sqft",Floor,For Rent,23 November 2021,https://www.bproperty.com//en/property/details-5410514.html
Invest In This 6200 Sq Ft Commercial Space For Rent In Ibrahimpur,5.27 Lakh,"Ibrahimpur, Dhaka",,,"6,200 sqft",Floor,For Rent,19 October 2022,https://www.bproperty.com//en/property/details-5527986.html
Get Hold Of This 2000 Square Feet Commercial Space For Rent In Uttara-12,2 Lakh,"Sector 12, Uttara, Dhaka",,,"2,000 sqft",Floor,For Rent,23 January 2022,https://www.bproperty.com//en/property/details-5400129.html
"Make This 4781 Sq Ft Rental Office Your Business Location, Which Is Located In Tejgaon",11.46 Lakh,"Tejgaon Industrial Area, Tejgaon, Dhaka",,,"4,781 sqft",Floor,For Rent,13 November 2022,https://www.bproperty.com//en/property/details-5529135.html
6200 Sq Ft Office Is Available To Rent In Ibrahimpur,5.27 Lakh,"Ibrahimpur, Dhaka",,,"6,200 sqft",Floor,For Rent,19 October 2022,https://www.bproperty.com//en/property/details-5527987.html
Ready To Occupy This Commercial Floor In Mirpur 6 For Renting Purpose,1.65 Lakh,"Block Ka, Section 6, Mirpur, Dhaka",,,"1,000 sqft",Floor,For Rent,25 June 2023,https://www.bproperty.com//en/property/details-5050766.html
See This Office Space Located In Uttara Near To Gausul Azam Jame Masjid,2 Lakh,"Sector 13, Uttara, Dhaka",,,"2,200 sqft",Floor,For Rent,8 June 2022,https://www.bproperty.com//en/property/details-1858874.html
Work In 6020 Sq Ft Rental Office In Tejgaon Industrial Area,12.21 Lakh,"Tejgaon Industrial Area, Tejgaon, Dhaka",,,"6,020 sqft",Floor,For Rent,22 October 2022,https://www.bproperty.com//en/property/details-5529137.html
"Fully Fitted Commercial Floor Of 4900 Sq Ft Is Ready To Rent In Section 7, Mirpur",1.3 Lakh,"Section 7, Mirpur, Dhaka",,,"4,900 sqft",Floor,For Rent,19 July 2023,https://www.bproperty.com//en/property/details-5586860.html
"We Are Presenting This 4900 Sq Ft Commercial Floor For Rent Which Is Located In Section 7, Mirpur",1.3 Lakh,"Section 7, Mirpur, Dhaka",,,"4,900 sqft",Floor,For Rent,19 July 2023,https://www.bproperty.com//en/property/details-5586861.html
4000 Square Feet Open Floor For Rent In Uttara 3,8 Lakh,"Sector 3, Uttara, Dhaka",,,"4,000 sqft",Floor,For Rent,14 October 2020,https://www.bproperty.com//en/property/details-2079414.html
Set Up Your New Commercial Space In The Location Of Uttara -3 For Rent,8 Lakh,"Sector 3, Uttara, Dhaka",,,"4,000 sqft",Floor,For Rent,14 October 2020,https://www.bproperty.com//en/property/details-2079416.html
6000 Sq Ft Commercial Space Of Ample Area Count Is Up For Rent In Uttara-4,12 Lakh,"Sector 4, Uttara, Dhaka",,,"6,000 sqft",Floor,For Rent,21 April 2022,https://www.bproperty.com//en/property/details-5483412.html
