title,price,location,room,bath,size,type,purpose,updated,link
Reside In This Amazing 5400 Sq Ft Ready Flat For Rent In Gulshan 2,5 Lakh,"Gulshan 2, Gulshan, Dhaka",5 Beds,5 Baths,"5,400 sqft",Apartment,For Rent,12 January 2023,https://www.bproperty.com//en/property/details-3761085.html
To Get A Trouble Free Life You Can Take Rent This 1050 Sq Ft Home In Dhanmondi,25 Thousand,"Dhanmondi, Dhaka",3 Beds,3 Baths,"1,050 sqft",Apartment,For Rent,18 July 2023,https://www.bproperty.com//en/property/details-5076568.html
"Look At This Nice 2000 Sq Ft Flat Is Up For Rent At Katabon, New Market",50 Thousand,"Katabon, New Market, Dhaka",3 Beds,4 Baths,"2,000 sqft",Apartment,For Rent,30 July 2023,https://www.bproperty.com//en/property/details-5179708.html
In Uttara 2700 Sq Ft Flat Is Available For Rent Which Is Now Close To Lake Terrace,1 Lakh,"Sector 7, Uttara, Dhaka",4 Beds,4 Baths,"2,700 sqft",Apartment,For Rent,16 April 2022,https://www.bproperty.com//en/property/details-1702326.html
Start Living In This Gorgeous Duplex Apartment Of 7800 Sq Ft In Gulshan 2 Which Is Ready For Rent.,6.5 Lakh,"Gulshan 2, Gulshan, Dhaka",5 Beds,6 Baths,"7,800 sqft",Duplex,For Rent,26 July 2023,https://www.bproperty.com//en/property/details-3425676.html
Shyamoli Is Offering You A 1750 Square Feet Apartment For Rent,27 Thousand,"Shyamoli, Dhaka",3 Beds,3 Baths,"1,750 sqft",Apartment,For Rent,5 December 2022,https://www.bproperty.com//en/property/details-5274161.html
2630 Square Feet Apartment With Refreshing Rooms Is For Rent In Uttara-12,80 Thousand,"Sector 12, Uttara, Dhaka",4 Beds,3 Baths,"2,630 sqft",Apartment,For Rent,29 May 2022,https://www.bproperty.com//en/property/details-5488989.html
"1550 Square Feet Apartment Is Up For Rent In Sector 11, Uttara",35 Thousand,"Sector 11, Uttara, Dhaka",3 Beds,3 Baths,"1,550 sqft",Apartment,For Rent,21 September 2023,https://www.bproperty.com//en/property/details-1823099.html
"This Beautiful Flat Of 1350 Sq Ft Is Greatly Affordable And Will Come Within Your Budget In Future Town, Bochila",13 Thousand,"Block B, Future Town, Bochila, Mohammadpur, Dhaka",3 Beds,3 Baths,"1,350 sqft",Apartment,For Rent,6 June 2023,https://www.bproperty.com//en/property/details-5486874.html
"Tastefully Designed This 2150 Sq. Ft Apartment Is Now Vacant For Rent In Block J, Bashundhara R-A",35 Thousand,"Block J, Bashundhara R-A, Dhaka",3 Beds,4 Baths,"2,150 sqft",Apartment,For Rent,30 May 2023,https://www.bproperty.com//en/property/details-4898454.html
"Looking For An Amazing Family Home Of 2200 Square Feet To Rent In Banani , Check This One",1.3 Lakh,"Banani, Dhaka",3 Beds,4 Baths,"2,200 sqft",Apartment,For Rent,15 July 2023,https://www.bproperty.com//en/property/details-4371450.html
Let Us Assist You To Rent This Flat Obtaining The Vision About Your Future Home In Gulshan 1.,75 Thousand,"Gulshan 1, Gulshan, Dhaka",3 Beds,3 Baths,"1,800 sqft",Apartment,For Rent,7 June 2023,https://www.bproperty.com//en/property/details-3092062.html
"Take A Look At This 1200 Sq Ft Flat Up For Rent In East Kazipara, Mirpur",16 Thousand,"East Kazipara, Mirpur, Dhaka",3 Beds,3 Baths,"1,200 sqft",Apartment,For Rent,28 May 2023,https://www.bproperty.com//en/property/details-5267179.html
"Choose Your Destination, 2600 Sq Ft Flat Which Is Available For Rent In Khulshi Near To Khulshi Police Station",41 Thousand,"Nasirabad Properties Residential Area, Khulshi, Chattogram",4 Beds,4 Baths,"2,600 sqft",Apartment,For Rent,19 July 2023,https://www.bproperty.com//en/property/details-1947589.html
"Look At This Nice 1250 Sq Ft Flat Is Up For Rent At 3rd Colony, Mirpur",20 Thousand,"Mirpur, Dhaka",3 Beds,4 Baths,"1,250 sqft",Apartment,For Rent,16 July 2023,https://www.bproperty.com//en/property/details-5540264.html
4465 Sq Ft Marvelous Duplex Flat For Rent In Gulshan 2,4 Lakh,"Gulshan 2, Gulshan, Dhaka",4 Beds,4 Baths,"4,465 sqft",Duplex,For Rent,12 January 2023,https://www.bproperty.com//en/property/details-5532368.html
"Check This Apartment Up For Rent In Bashundhara R-A, Near Baitul Jannat Jame Masjid",37 Thousand,"Block G, Bashundhara R-A, Dhaka",3 Beds,4 Baths,"2,200 sqft",Apartment,For Rent,28 July 2023,https://www.bproperty.com//en/property/details-1982531.html
1750 Square Feet Pleasant Apartment Is For Rent In Shyamoli,27 Thousand,"Shyamoli, Dhaka",3 Beds,3 Baths,"1,750 sqft",Apartment,For Rent,4 December 2022,https://www.bproperty.com//en/property/details-5274170.html
Pick This 5400 Sq Ft Apartment For Rent In Gulshan 2,5 Lakh,"Gulshan 2, Gulshan, Dhaka",5 Beds,5 Baths,"5,400 sqft",Apartment,For Rent,12 January 2023,https://www.bproperty.com//en/property/details-3761089.html
An Apartments Of 2450 Sq Ft Is Available For Rent In The Most Prime Location Of Gulshan 2,1.6 Lakh,"Gulshan 2, Gulshan, Dhaka",3 Beds,3 Baths,"2,450 sqft",Apartment,For Rent,26 July 2023,https://www.bproperty.com//en/property/details-3069654.html
"1600 Sq Ft Apartment Is Ready To Rent In Mirpur Dohs, Avenue 1",45 Thousand,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka",2 Beds,3 Baths,"1,600 sqft",Apartment,For Rent,11 June 2023,https://www.bproperty.com//en/property/details-3826218.html
We Have A Ready Flat For Rent In Uttara Nearby Uttara West Police Station,20 Thousand,"Sector 12, Uttara, Dhaka",2 Beds,2 Baths,950 sqft,Apartment,For Rent,26 July 2023,https://www.bproperty.com//en/property/details-1838487.html
Nice 1300 SQ FT apartment is available to Rent in Dhanmondi,35 Thousand,"Dhanmondi, Dhaka",3 Beds,4 Baths,"1,300 sqft",Apartment,For Rent,27 July 2023,https://www.bproperty.com//en/property/details-5270077.html
"Pursue This 1705 Square Feet Apartment For Rent In Kathalbagan, Green Road",40 Thousand,"Kathalbagan, Dhaka",3 Beds,4 Baths,"1,705 sqft",Apartment,For Rent,14 July 2023,https://www.bproperty.com//en/property/details-3329315.html
A Budget Friendly Lovely Residence Is Now Up For Rent In North Pirerbag Which Is 1300 Sq Ft,25 Thousand,"North Pirerbag, Pirerbag, Mirpur, Dhaka",3 Beds,3 Baths,"1,300 sqft",Apartment,For Rent,12 June 2023,https://www.bproperty.com//en/property/details-5582435.html
"We Bring You A Beautiful And Distinct Flat Of 900 Sq Ft For Rent In Priyanka City, Uttara",22 Thousand,"Priyanka City, Sector 12, Uttara, Dhaka",2 Beds,2 Baths,900 sqft,Apartment,For Rent,30 July 2023,https://www.bproperty.com//en/property/details-5590499.html
"Lovely Apartment Of 1000 Sq Ft Is Up For Rent In Rayer Bazaar, Hazaribag",16 Thousand,"Rayer Bazaar, Hazaribag, Dhaka",3 Beds,2 Baths,"1,000 sqft",Apartment,For Rent,23 July 2023,https://www.bproperty.com//en/property/details-5590349.html
"A Beautifully Constructed Apartment Of 900 Sq Ft Is Vacant Right Now For Rent In Priyanka City, Uttara",22 Thousand,"Priyanka City, Sector 12, Uttara, Dhaka",2 Beds,2 Baths,900 sqft,Apartment,For Rent,30 July 2023,https://www.bproperty.com//en/property/details-5590500.html
"1265 Sq Ft Residence Available For Rent In Nobodoy Housing Society, Mohammadpur",18 Thousand,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",3 Beds,3 Baths,"1,265 sqft",Apartment,For Rent,5 November 2020,https://www.bproperty.com//en/property/details-2098759.html
We Are Offering You A Very Spacious Furnished Triplex 8500 Sq Ft Flat For Rent In Gulshan 1,4.2 Lakh,"Gulshan 1, Gulshan, Dhaka",5 Beds,6 Baths,"8,500 sqft",Duplex,For Rent,14 June 2023,https://www.bproperty.com//en/property/details-3059437.html
"View This 700 Sq Ft Apartment For Rent In Dakshin Khan, Faydabad",12 Thousand,"Faydabad, Dakshin Khan, Dhaka",2 Beds,2 Baths,700 sqft,Apartment,For Rent,17 July 2023,https://www.bproperty.com//en/property/details-3429185.html
Well Developed Fully Furnished Flat Is Up For Rent In Zakir Hossain Road Nearby Lions General Hospital,1 Lakh,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",4 Beds,4 Baths,"2,200 sqft",Apartment,For Rent,13 November 2022,https://www.bproperty.com//en/property/details-1830991.html
1600 Sq. Ft Luxurious Apartment Is Ready To Rent At North Khulshi Area Close To Khulshi Jame Masjid.,60 Thousand,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",3 Beds,3 Baths,"1,600 sqft",Apartment,For Rent,20 June 2023,https://www.bproperty.com//en/property/details-2012502.html
This 450 Sq. Ft Flat Is Ready To Rent At Mohammadi Housing Ltd.,10 Thousand,"Mohammadi Housing LTD., Mohammadpur, Dhaka",1 Bed,1 Bath,450 sqft,Apartment,For Rent,26 June 2023,https://www.bproperty.com//en/property/details-3676569.html
"This 900 Sq Ft Flat Is Up For Rent Within Your Affordability Is Located At Block L, Bashundhara R/A",20 Thousand,"Block L, Bashundhara R-A, Dhaka",2 Beds,2 Baths,900 sqft,Apartment,For Rent,18 June 2023,https://www.bproperty.com//en/property/details-5581281.html
2900 Sq Ft Modern Flat With 4 Bedrooms For Rent In Gulshan 2,1.5 Lakh,"Gulshan 2, Gulshan, Dhaka",4 Beds,5 Baths,"2,900 sqft",Apartment,For Rent,30 May 2023,https://www.bproperty.com//en/property/details-3607432.html
A very nice 1850 SQ FT flat is now available for rent near by Apollo Hospitals in Bashundhara R/A,40 Thousand,"Block A, Bashundhara R-A, Dhaka",3 Beds,4 Baths,"1,850 sqft",Apartment,For Rent,26 July 2023,https://www.bproperty.com//en/property/details-1727511.html
Lovely Apartment Of 1550 Sq Ft Is Up For Rent In New Eskaton Road,32 Thousand,"Eskaton, Dhaka",3 Beds,3 Baths,"1,550 sqft",Apartment,For Rent,6 August 2023,https://www.bproperty.com//en/property/details-4895113.html
"Reside Conveniently In This Well Constructed 1250 Sq Ft Flat For Rent In Section 10, Mirpur",26 Thousand,"Block C, Section 10, Mirpur, Dhaka",3 Beds,3 Baths,"1,250 sqft",Apartment,For Rent,1 August 2023,https://www.bproperty.com//en/property/details-3028905.html
An Affordable Apartment Of 1300 Sq Ft Is Waiting For Rent In Mohammadi Housing LTD.,26 Thousand,"Mohammadi Housing LTD., Mohammadpur, Dhaka",3 Beds,3 Baths,"1,300 sqft",Apartment,For Rent,19 August 2023,https://www.bproperty.com//en/property/details-5352723.html
"We Are Offering A Reasonably Priced Flat For Rent Which Is Featuring 900 Sq Ft Space In Priyanka City, Uttara",22 Thousand,"Priyanka City, Sector 12, Uttara, Dhaka",2 Beds,2 Baths,900 sqft,Apartment,For Rent,30 July 2023,https://www.bproperty.com//en/property/details-5590501.html
2500 Square Feet Fully Furnished Apartment For Rent In Gulshan 1,1.9 Lakh,"Gulshan 1, Gulshan, Dhaka",3 Beds,3 Baths,"2,500 sqft",Apartment,For Rent,14 June 2023,https://www.bproperty.com//en/property/details-5271676.html
"Well Built And Lovely Flat Of 900 Sq Ft Is Unoccupied For Rent At Priyanka City, Uttara",22 Thousand,"Priyanka City, Sector 12, Uttara, Dhaka",2 Beds,2 Baths,900 sqft,Apartment,For Rent,31 July 2023,https://www.bproperty.com//en/property/details-5590498.html
We Got A 1060 Sq Ft Flat For Rent In This Banasree Area Which Is Very Affordable And Lovely.,19 Thousand,"Block M, Banasree, Dhaka",3 Beds,3 Baths,"1,060 sqft",Apartment,For Rent,7 June 2023,https://www.bproperty.com//en/property/details-5580513.html
"820 Sq Ft Apartment With 2 Bedrooms Is Up For Rent In Dakshin Khan, Taltola",11 Thousand,"Dakshin Khan, Dhaka",2 Beds,2 Baths,820 sqft,Apartment,For Rent,22 May 2023,https://www.bproperty.com//en/property/details-5577356.html
"Well Built And Lovely Full Furnished Flat Of 2500 Sq Ft Is Unoccupied For Rent At Zakir Hossain Housing Society, South Khulshi",65 Thousand,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",3 Beds,3 Baths,"2,500 sqft",Apartment,For Rent,25 July 2023,https://www.bproperty.com//en/property/details-5590810.html
"We Are Offering You A Spacious 3900 Sq Ft Flat For Rent In Block K, Baridhara",5 Lakh,"Block K, Baridhara, Dhaka",4 Beds,4 Baths,"3,900 sqft",Apartment,For Rent,11 July 2023,https://www.bproperty.com//en/property/details-5551898.html
"In Gulshan 2, Three Bedrooms Apartment Can Be Found For Rent Near Gulshan Society Jame Mosjid",85 Thousand,"Gulshan 2, Gulshan, Dhaka",3 Beds,3 Baths,"2,300 sqft",Apartment,For Rent,2 December 2022,https://www.bproperty.com//en/property/details-1860025.html
"Reside In This 1500 Sq Ft Flat Up For Rent In Dhanmondi, Central Road",36 Thousand,"Dhanmondi, Dhaka",3 Beds,3 Baths,"1,500 sqft",Apartment,For Rent,13 July 2023,https://www.bproperty.com//en/property/details-4504879.html
At Uttara 3-bedroom Nice Flat Up For Rent Near Southeast Bank Limited,32 Thousand,"Sector 1, Uttara, Dhaka",3 Beds,4 Baths,"1,400 sqft",Apartment,For Rent,15 June 2023,https://www.bproperty.com//en/property/details-1847154.html
"1000 Square Feet Flat For Rent In Mohammadpur, Katashur",17 Thousand,"Mohammadpur, Dhaka",3 Beds,3 Baths,"1,000 sqft",Apartment,For Rent,8 January 2023,https://www.bproperty.com//en/property/details-5473866.html
Visit This 1500 Sq Ft Apartment For Rent In Uttara 14,50 Thousand,"Sector 14, Uttara, Dhaka",3 Beds,3 Baths,"1,500 sqft",Apartment,For Rent,24 May 2023,https://www.bproperty.com//en/property/details-2049676.html
"Get A Look At This Lovely Flat For Rent Featuring 2400 Sq Ft In Block K, Baridhara",1 Lakh,"Block K, Baridhara, Dhaka",3 Beds,3 Baths,"2,400 sqft",Apartment,For Rent,10 July 2023,https://www.bproperty.com//en/property/details-5454962.html
1800 Sq Ft Full Furnished Flat For Rent In Banani Near Banani Bidyaniketan School & College,1.2 Lakh,"Banani, Dhaka",3 Beds,4 Baths,"1,800 sqft",Apartment,For Rent,15 July 2023,https://www.bproperty.com//en/property/details-2020315.html
Take A Look At This Amazing Flat Of 4200 Square Feet-4 Bedroom Which Is For Rent At Gulshan 2.,1.9 Lakh,"Gulshan 2, Gulshan, Dhaka",4 Beds,5 Baths,"4,200 sqft",Apartment,For Rent,7 December 2022,https://www.bproperty.com//en/property/details-3059451.html
"A Nicely Constructed Apartment Of 1350 Sq Ft Is Available Right Now For Rent In Future Town, Bochila",13 Thousand,"Block B, Future Town, Bochila, Mohammadpur, Dhaka",3 Beds,3 Baths,"1,350 sqft",Apartment,For Rent,6 June 2023,https://www.bproperty.com//en/property/details-5486876.html
"800 Sq Ft Decent Apartment Is Up For Rent In Dakshin Khan, Taltola",11 Thousand,"Dakshin Khan, Dhaka",2 Beds,2 Baths,800 sqft,Apartment,For Rent,22 May 2023,https://www.bproperty.com//en/property/details-5577353.html
1600 Square Feet Apartment Is Up For Rent In A Friendly Neighborhood Of Aftab Nagar,30 Thousand,"Block B, Aftab Nagar, Dhaka",3 Beds,3 Baths,"1,600 sqft",Apartment,For Rent,6 June 2023,https://www.bproperty.com//en/property/details-5581268.html
This Beautiful Flat Of 1400 Sq Ft Is Greatly Affordable And Will Come Within Your Budget In Kalabagan,35 Thousand,"Kalabagan, Dhaka",3 Beds,4 Baths,"1,400 sqft",Apartment,For Rent,23 July 2023,https://www.bproperty.com//en/property/details-3229521.html
A Well Constructed 1750 Sq Ft Flat Is Ready For Rent In Gulshan Close To Ghani Villa,90 Thousand,"Gulshan 2, Gulshan, Dhaka",3 Beds,3 Baths,"1,750 sqft",Apartment,For Rent,15 July 2023,https://www.bproperty.com//en/property/details-1733307.html
Rarely Available A Nice Apartment Is Up For Rent At Bashabo Nearby Brac Bank Limited,14 Thousand,"Bashabo, Dhaka",2 Beds,2 Baths,850 sqft,Apartment,For Rent,11 July 2023,https://www.bproperty.com//en/property/details-1914852.html
"Visit This 1200 Sq Ft Flat Up For Rent In Mohammadpur, Katashur",23 Thousand,"Block A, Kaderabad Housing Society, Katashur, Mohammadpur, Dhaka",3 Beds,3 Baths,"1,200 sqft",Apartment,For Rent,4 June 2023,https://www.bproperty.com//en/property/details-3518386.html
Well-constructed 1400 SQ FT home is now offering to you in Uttara for rent,27 Thousand,"Sector 10, Uttara, Dhaka",3 Beds,3 Baths,"1,400 sqft",Apartment,For Rent,26 December 2021,https://www.bproperty.com//en/property/details-3252765.html
"Take Rent This 1350 Sq Ft Nice Flat For Living A Pleasant Life In Kunjobon Road, East Rampura",22 Thousand,"East Rampura, Rampura, Dhaka",3 Beds,3 Baths,"1,350 sqft",Apartment,For Rent,18 June 2023,https://www.bproperty.com//en/property/details-5573635.html
"Start Residing In This 1400 Sq Ft, Properly Developed Flat For Rent, In Chandrima Model Town, Mohammadpur",14 Thousand,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",3 Beds,3 Baths,"1,400 sqft",Apartment,For Rent,16 May 2023,https://www.bproperty.com//en/property/details-4521340.html
Take A Look To An Impressive Flat Of 2200 Sq Ft For Rent Located At Gulshan 2,1.05 Lakh,"Gulshan 2, Gulshan, Dhaka",3 Beds,3 Baths,"2,200 sqft",Apartment,For Rent,15 July 2023,https://www.bproperty.com//en/property/details-3290875.html
View This Great 1452 Square Feet Flat For Rent In West Rampura,30 Thousand,"Block D, Mohanagar Housing, West Rampura, Rampura, Dhaka",3 Beds,3 Baths,"1,452 sqft",Apartment,For Rent,29 May 2023,https://www.bproperty.com//en/property/details-5577429.html
Pursue This 3200 Sq Ft Nice Apartment For Rent At North Khulshi,85 Thousand,"Khulshi Hill R/A, North Khulshi, Khulshi, Chattogram",4 Beds,4 Baths,"3,200 sqft",Apartment,For Rent,19 July 2023,https://www.bproperty.com//en/property/details-3287797.html
Offering You 1887 Sq Ft Apartment To Rent In Bashundhara R-a,44 Thousand,"Block A, Bashundhara R-A, Dhaka",3 Beds,4 Baths,"1,887 sqft",Apartment,For Rent,21 May 2023,https://www.bproperty.com//en/property/details-2041103.html
This Artistically Designed 3-Bedroom Duplex Is For Rent In Gulshan 2.,3.5 Lakh,"Gulshan 2, Gulshan, Dhaka",3 Beds,4 Baths,"5,000 sqft",Duplex,For Rent,13 May 2023,https://www.bproperty.com//en/property/details-3489381.html
"An Apartment Is Ready For Rent At Mohammadpur , Near Masajid e Tayabeya.",15 Thousand,"Mohammadpur, Dhaka",2 Beds,2 Baths,780 sqft,Apartment,For Rent,2 March 2023,https://www.bproperty.com//en/property/details-1953302.html
1600 Sq. Ft. Flat Is Now Up To Rent Located Near To City Hall In Double Mooring,16 Thousand,"Middle Rampur, 25 No. Rampur Ward, Double Mooring, Chattogram",3 Beds,3 Baths,"1,600 sqft",Apartment,For Rent,30 November 2022,https://www.bproperty.com//en/property/details-1905082.html
"Start Residing In This 1100 Sq Ft, Properly Developed Apartment For Rent, In Mohammadpur",20 Thousand,"Mohammadpur, Dhaka",3 Beds,2 Baths,"1,100 sqft",Apartment,For Rent,11 June 2023,https://www.bproperty.com//en/property/details-5167779.html
"Well developed and nicely planned 2500 SQ FT flat is up for rent in Khulshi, near Eastern bank",38 Thousand,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",4 Beds,4 Baths,"2,500 sqft",Apartment,For Rent,9 March 2023,https://www.bproperty.com//en/property/details-1825809.html
"Visit This 1400 Square Feet Apartment For Rent In Shyamoli, Mirpur Road",22 Thousand,"Shyamoli, Dhaka",3 Beds,2 Baths,"1,400 sqft",Apartment,For Rent,12 March 2023,https://www.bproperty.com//en/property/details-3498478.html
View This 2100 Sq Ft Full Furnished Flat To Rent In The Nice Location Of Bashundhara R-a. Block I,90 Thousand,"Block I, Bashundhara R-A, Dhaka",3 Beds,3 Baths,"2,100 sqft",Apartment,For Rent,22 May 2023,https://www.bproperty.com//en/property/details-3082485.html
1300 Sq Ft Flat Is Ready For Rent In Chandrima Model Town,20 Thousand,"Block C, Chandrima Model Town, Mohammadpur, Dhaka",3 Beds,3 Baths,"1,300 sqft",Apartment,For Rent,18 May 2022,https://www.bproperty.com//en/property/details-4572139.html
"870 Square Feet Apartment With Great Rooms For Rent In Mohammadpur, Tajmahal Road",22 Thousand,"Tajmahal Road, Mohammadpur, Dhaka",2 Beds,2 Baths,870 sqft,Apartment,For Rent,10 July 2023,https://www.bproperty.com//en/property/details-3959186.html
A Well Designed 3000 Sq Ft Apartment Is Waiting For Rent At Gulshan 1 Nearby Club Notredamians Bangladesh Limited,1.8 Lakh,"Gulshan 1, Gulshan, Dhaka",4 Beds,4 Baths,"3,000 sqft",Apartment,For Rent,26 July 2023,https://www.bproperty.com//en/property/details-1829841.html
"An Apartment Is Ready For Rent At Bashundhara R-A , Near Bashundhara Boro Masjid",28 Thousand,"Block D, Bashundhara R-A, Dhaka",3 Beds,3 Baths,"1,439 sqft",Apartment,For Rent,6 July 2023,https://www.bproperty.com//en/property/details-1940984.html
Very Well Designed 1000 Sq Ft Residential Flat Is There For Rent At Double Mooring,15 Thousand,"25 No. Rampur Ward, Double Mooring, Chattogram",2 Beds,2 Baths,"1,000 sqft",Apartment,For Rent,4 October 2020,https://www.bproperty.com//en/property/details-2076730.html
A Well Spacious Flat Of 2000 Sq Ft Is Offered For Rent Located At Banani,1 Lakh,"Banani, Dhaka",3 Beds,3 Baths,"2,000 sqft",Apartment,For Rent,16 July 2023,https://www.bproperty.com//en/property/details-5515474.html
"2400 Square Feet Apartment For Rent In Adabor, Baitul Aman Housing Society",35 Thousand,"Baitul Aman Housing Society, Adabor, Dhaka",4 Beds,4 Baths,"2,400 sqft",Apartment,For Rent,8 May 2023,https://www.bproperty.com//en/property/details-5327578.html
An Apartment Is Up For Rent At Gulshan 2 Near Russian Embassy,2 Lakh,"Gulshan 2, Gulshan, Dhaka",4 Beds,4 Baths,"2,950 sqft",Apartment,For Rent,22 May 2023,https://www.bproperty.com//en/property/details-1995858.html
If You Are Looking For A New Address For Your Home Then You Should See This 800 Sq. ft. Space Up For Rent In Chatogram Near To Asian University For Women.,26 Thousand,"15 No. Bagmoniram Ward, Chattogram",2 Beds,2 Baths,800 sqft,Apartment,For Rent,11 February 2023,https://www.bproperty.com//en/property/details-1796687.html
"Get comfortable in a 1400 SQ FT flat for rent in Bashundhara R-A, Block M",22 Thousand,"Bashundhara R-A, Dhaka",3 Beds,4 Baths,"1,400 sqft",Apartment,For Rent,28 November 2022,https://www.bproperty.com//en/property/details-5415704.html
This Flat Of 1875 Sq Ft For Rent Is Available In Uttara Sector 10,70 Thousand,"Sector 10, Uttara, Dhaka",3 Beds,4 Baths,"1,875 sqft",Apartment,For Rent,1 March 2023,https://www.bproperty.com//en/property/details-3115772.html
A Very Impressively Done 1700 Sq Ft Rental Residential Flat Is In The Center Of Baridhara,80 Thousand,"Block K, Baridhara, Dhaka",3 Beds,3 Baths,"1,700 sqft",Apartment,For Rent,9 May 2023,https://www.bproperty.com//en/property/details-5133425.html
An Apartment At Chattogram Near National Hospital Pvt. Ltd. Is Open For Rent.,50 Thousand,"15 No. Bagmoniram Ward, Chattogram",4 Beds,5 Baths,"1,900 sqft",Apartment,For Rent,24 May 2023,https://www.bproperty.com//en/property/details-1832385.html
"We Are Offering You A Spacious 2090 Sq Ft Flat For Rent In Nasirabad Housing Society, Muradpur",65 Thousand,"Nasirabad Housing Society, Muradpur, Chattogram",3 Beds,4 Baths,"2,090 sqft",Apartment,For Rent,17 June 2023,https://www.bproperty.com//en/property/details-3117480.html
"With A Suitable Price, This 3 Bedroom Property Is Available For Rent In Gulshan 1.",1 Lakh,"Gulshan 1, Gulshan, Dhaka",3 Beds,3 Baths,"2,500 sqft",Apartment,For Rent,11 July 2023,https://www.bproperty.com//en/property/details-3059473.html
A Comfortable 2025 Sq Ft Flat Is Here For Rent In Shantinagar Road,55 Thousand,"Shantinagar, Dhaka",4 Beds,4 Baths,"2,025 sqft",Apartment,For Rent,7 July 2023,https://www.bproperty.com//en/property/details-3188614.html
Offering You A 2224 Sq Ft Flat For Rent In Gulshan 2 Near Gulshan Central Mosjid,1 Lakh,"Gulshan 2, Gulshan, Dhaka",3 Beds,3 Baths,"2,224 sqft",Apartment,For Rent,11 July 2023,https://www.bproperty.com//en/property/details-1838418.html
"800 Sq Ft Marvelous Apartment For Rent In Dakshin Khan, Taltola",11 Thousand,"Dakshin Khan, Dhaka",2 Beds,2 Baths,800 sqft,Apartment,For Rent,22 May 2023,https://www.bproperty.com//en/property/details-5577355.html
1300 Sq Ft Flat Is Ready For Rent In West Dhanmondi,35 Thousand,"Dhanmondi, Dhaka",3 Beds,4 Baths,"1,300 sqft",Apartment,For Rent,19 July 2023,https://www.bproperty.com//en/property/details-5270078.html
In South Banasree Project A Standard 2200 Square Ft. Flat Is For Rent,31 Thousand,"South Banasree Project, Banasree, Dhaka",4 Beds,3 Baths,"2,200 sqft",Apartment,For Rent,22 May 2023,https://www.bproperty.com//en/property/details-5455342.html
"This Flat Of 1650 Sq Ft For Rent Is Ready To Set A Suitable Home Atmosphere For You In Dhanmondi, Central Road",30 Thousand,"Dhanmondi, Dhaka",3 Beds,3 Baths,"1,650 sqft",Apartment,For Rent,22 May 2023,https://www.bproperty.com//en/property/details-3096747.html
"Apartment Of 3700 Sq Ft For Rent In Baridhara, Near American International School Dhaka",3.3 Lakh,"Block K, Baridhara, Dhaka",4 Beds,4 Baths,"3,700 sqft",Apartment,For Rent,26 April 2022,https://www.bproperty.com//en/property/details-1855081.html
View This 2700 Sq Ft Fabulous Apartment Ready For Rent In Banani,1.3 Lakh,"Banani, Dhaka",4 Beds,4 Baths,"2,700 sqft",Apartment,For Rent,11 April 2023,https://www.bproperty.com//en/property/details-3819748.html
"Look At This 1300 Square Feet Apartment For Rent In Baitul Aman Housing Society, Adabor",25 Thousand,"Baitul Aman Housing Society, Adabor, Dhaka",3 Beds,2 Baths,"1,300 sqft",Apartment,For Rent,13 June 2023,https://www.bproperty.com//en/property/details-3371225.html
Well Developed Flat Is Up For Rent In Khulshi Nearby Lions Charitable Eye Hospital,18 Thousand,"South Khulshi, Khulshi, Chattogram",2 Beds,2 Baths,"1,000 sqft",Apartment,For Rent,5 December 2022,https://www.bproperty.com//en/property/details-1994600.html
Check This Apartment Up For Rent At Gulshan Near Banani Bidyaniketan School & College.,1.1 Lakh,"Gulshan 2, Gulshan, Dhaka",3 Beds,3 Baths,"2,200 sqft",Apartment,For Rent,15 July 2023,https://www.bproperty.com//en/property/details-1930852.html
1000 Sq Ft Apartment For Rent In Agargaon Close To Agrani Duar Agent Banking,18 Thousand,"West Agargaon, Agargaon, Dhaka",3 Beds,3 Baths,"1,000 sqft",Apartment,For Rent,6 July 2023,https://www.bproperty.com//en/property/details-1987366.html
A Nicely Planned Flat Is Up For Rent In Bashundhara Nearby Apollo Hospital,44 Thousand,"Block A, Bashundhara R-A, Dhaka",3 Beds,4 Baths,"1,890 sqft",Apartment,For Rent,21 May 2023,https://www.bproperty.com//en/property/details-1925097.html
Reasonable Flat Is Available For Rent In Mohammadpur Near To Masjid Aat Takwah,13 Thousand,"PC Culture Housing, Mohammadpur, Dhaka",2 Beds,1 Bath,700 sqft,Apartment,For Rent,30 December 2022,https://www.bproperty.com//en/property/details-2028696.html
Take A Quick Look At This 1350 Sq Ft Flat For Rent In South Khulshi,30 Thousand,"Zakir Hossain Housing Society, South Khulshi, Khulshi, Chattogram",3 Beds,3 Baths,"1,350 sqft",Apartment,For Rent,6 November 2021,https://www.bproperty.com//en/property/details-5397011.html
1800 Sq Ft Residential Place Is For Rent At Tolarbag With A Convenient Price.,22 Thousand,"Section 1, Mirpur, Dhaka",4 Beds,4 Baths,"1,800 sqft",Apartment,For Rent,9 July 2023,https://www.bproperty.com//en/property/details-5060468.html
